headword,pronunciation
эбола,ɛ ˈ b o̞ ɫ̪ ɨ
эдвард,ˈ ɛ d v ə r t
эдвард,ˈ ɛ d v ə r d ɨ
эзоп,Э з о́ п ы
эзоп,Э з о́ п
эйяфьядлайёкюдль,ɛ ɪ̯ ˈ ä fʲ ɪ̯ ə d̪ ɫ̪ ə ɪ̯ ɵ kʲ ʉ d̪ lʲ ɪ
эйяфьядлайёкюдль,ɛ ɪ̯ ˈ ä fʲ ɪ̯ ə d̪ ɫ̪ ə ɪ̯ ɵ kʲ ʉ d̪ lʲ
элла,э́ л л ы
элла,э́ л л а
ю,j ʉ
юлиан,Ю л и а́ н
юлиан,Ю л и а́ н ы
юпитер,j ʉ ˈ pʲ i tʲ ə r
юпитер,j ʉ ˈ pʲ i tʲ ə r ɨ
юрий,ˈ j u rʲ ɪ
юрий,ˈ j u rʲ ɪ j
юрьевич,ˈ j u rʲ j ɪ vʲ ɪ t ɕ ɪ
юрьевич,ˈ j u rʲ j ɪ vʲ ɪ t ɕ
яким,j ɐ ˈ kʲ i m
яким,j ɐ ˈ kʲ i m ɨ
аароновский,а а р о́ н о в с к и й
аароновский,а а р о́ н о в с к и е
абаданский,а б а д а́ н с к и й
абаданский,а б а д а́ н с к и е
абаец,ɐ ˈ b ä ɪ t͡ s
абаец,ɐ ˈ b ä ɪ̯ t͡ s ɨ
абажур,ə b ɐ ˈ ʐ u r
абажур,ə b ɐ ˈ ʐ u r ɨ
абазин,ɐ b ɐ ˈ zʲ i n ɨ
абазин,ɐ b ɐ ˈ zʲ i n
абазинский,а б а з и́ н с к и й
абазинский,а б а з и́ н с к и е
абак,а б а́ к и
абак,а б а́ к
аббатиса,ɐ b ɐ ˈ tʲ i s ɨ ɐ bː ɐ ˈ tʲ i s ɨ
аббатиса,и с т о ч н и к о э с р я
аббатиса,ɐ b ɐ ˈ tʲ i s ə ɐ bː ɐ ˈ tʲ i s ə
аббатство,ɐ ˈ b a t͡ s t v ə ɐ ˈ bː a t͡ s t v ə
аббатство,и с т о ч н и к о э с р я
аббревиатура,ə b rʲ ɪ vʲ ɪ ɐ ˈ t u r ɨ
аббревиатура,ə b rʲ ɪ vʲ ɪ ɐ ˈ t u r ə
абджад,а б д ж а́ д
абджад,а б д ж а́ д ы
абдуктор,ɐ b ˈ d u k t ə r
абдуктор,ɐ b ˈ d u k t ə r ɨ
абевега,ɐ bʲ ɪ ˈ vʲ e g ə
абевега,ɐ bʲ ɪ ˈ vʲ e gʲ ɪ
абенакиит,а б е н а к и и́ т
абенакиит,а б е н а к и и́ т ы
аберрационный,а б е р р а ц и о́ н н ы е
аберрационный,а б е р р а ц и о́ н н ы й
абессив,ə bʲ ɪ ˈ sː i f
абессив,ə bʲ ɪ ˈ sː i v ɨ
абецедарий,ɐ b ᵻ t͡ s ᵻ ˈ d a rʲ ɪ
абецедарий,ɐ b ᵻ t͡ s ᵻ ˈ d a rʲ ɪ j
абилитация,ɐ bʲ ɪ lʲ ɪ ˈ t a t͡ s ɨ ɪ̯ ə
абилитация,ɐ bʲ ɪ lʲ ɪ ˈ t a t͡ s ɨ i
абитур,ɐ bʲ ɪ ˈ t u r ɨ
абитур,ɐ bʲ ɪ ˈ t u r
абитура,
абитура,ɐ bʲ ɪ ˈ t̪ u r ə
абитуриент,а б и т у р и э́ н т ы
абитуриент,а б и т у р и е́ н т ы
абитуриент,а б и т у р и е́ н т
абитуриент,а б и т у р и э́ н т
аболиционист,ə b ə lʲ ɪ t͡ s ɨ ɐ ˈ nʲ i s t ɨ
аболиционист,ə b ə lʲ ɪ t͡ s ɨ ɐ ˈ nʲ i s t
абонемент,а б о н е м е́ н т ы
абонемент,а б о н е м е́ н т
абонент,а б о н е́ н т ы
абонент,а б о н е́ н т
аборальный,а б о р а́ л ь н ы й
аборальный,а б о р а́ л ь н ы е
абордаж,а б о р д а́ ж и
абордаж,а б о р д а́ ж
аборт,а б о́ р т ы
аборт,а б о́ р т
абортивный,а б о р т и́ в н ы й
абортивный,а б о р т и́ в н ы е
абракадабра,ə b r ə k ɐ ˈ d a b r ɨ
абракадабра,ə b r ə k ɐ ˈ d a b r ə
абреакция,а б р е а́ к ц и и
абреакция,а б р е а́ к ц и я
абрек,ɐ ˈ b rʲ e kʲ ɪ
абрек,ɐ ˈ b rʲ e k
абрикос,ɐ b rʲ ɪ ˈ k o s ɨ
абрикос,ɐ b rʲ ɪ ˈ k o s
абрикотин,a b r i k o ˈ t i n
абрис,ˈ a b rʲ ɪ s ɨ
абрис,ˈ a b rʲ ɪ s
абруптив,ə b r ʊ ˈ p tʲ i f
абруптив,ə b r ʊ ˈ p tʲ i v ɨ
абсолютный,а б с о л ю́ т н ы й
абсолютный,а б с о л ю́ т н ы е
абсорбент,ə p s ɐ r ˈ bʲ e n t
абсорбент,ə p s ɐ r ˈ bʲ e n t ɨ
абстракт,ɐ p ˈ s t r a k t ɨ
абстракт,ɐ p ˈ s t r a k t
абстяга,ɐ p ˈ sʲ tʲ æ ɡʲ ɪ
абстяга,ɐ p ˈ sʲ tʲ a ɡ ə
абстяк,ɐ p ˈ sʲ tʲ a k
абстяк,ɐ p sʲ tʲ ɪ ˈ kʲ i
абсурд,а б с у́ р д ы
абсурд,а б с у́ р д
абхазец,ɐ p ˈ x a zʲ ɪ t s
абхазец,ɐ p ˈ x a s t s ɨ
абыз,ɐ ˈ b ɨ s̪
абыз,ɐ ˈ b ɨ z̪ ɨ
ав,ˈ a f
ав,ˈ a v ɨ
ава,ˈ a v ə
ава,ˈ a v ɨ
авангард,а в а н г а́ р д ы
авангард,а в а н г а́ р д
аванзал,ɐ v ɐ n ˈ z ɑ ɫ
аванзал,ɐ v ɐ n ˈ z ɑ ɫ ɨ
аванзала,ɐ v ɐ n̪ ˈ z̪ a ɫ ɨ
аванзала,ɐ v ɐ n̪ ˈ z̪ a ɫ ə
аванпорт,а в а н п о́ р т ы
аванпорт,а в а н п о́ р т
аванпост,ɐ v ɐ n̪ ˈ p o s t ɨ
аванпост,ɐ v ɐ n̪ ˈ p o s t
авантаж,ɐ v ɐ n̪ ˈ t̪ a ʐ ɨ
авантаж,ɐ v ɐ n̪ ˈ t̪ a ʂ
авантюра,ɐ v ɐ n̪ ˈ tʲ ʉ̞ r ə
авантюра,ɐ v ɐ n̪ ˈ tʲ ʉ̞ r ɨ
авантюрист,ɐ v ɐ n̪ tʲ ʊ ˈ rʲ i s̪ t̪
авантюрист,ɐ v ɐ n̪ tʲ ʊ ˈ rʲ i s̪ t̪ ɨ
аварийка,ɐ v ɐ ˈ rʲ i ɪ̯ k ə
аварийка,ɐ v ɐ ˈ rʲ i ɪ̯ kʲ ɪ
авария,а в а́ р и и
авария,а в а́ р и я
аватар,ɐ v ɐ ˈ t a r
аватар,ɐ v ɐ ˈ t a r ɨ
аватарка,ɐ v ɐ ˈ t a r kʲ ɪ
аватарка,ɐ v ɐ ˈ t a r k ə
август,ˈ ɑ v g ʊ s t ɨ
август,ˈ ɑ v g ʊ s t
авеню,ə vʲ ɪ ˈ nʲ ʉ
авиабой,а̀ в и а б о и́
авиабой,а̀ в и а б о́ й
авиабой,а̀ в и а б о́ и
авиабуй,ɐ vʲ ɪ ə ˈ b u ɪ̯
авиабуй,ɐ vʲ ɪ ə ˈ b u ɪ ɐ vʲ ɪ ə b ʊ ˈ i
авиавооружение,ˌ ɐ vʲ ə v ɐ ɐ r ʊ ˈ ʐ ɛ nʲ ɪ ə
авиакрейсер,ˌ a vʲ ɪ ɐ ˈ k r e j sʲ ə r
авиакрейсер,ˌ a vʲ ɪ ɐ ˈ k r e j sʲ ə r ɨ
авиалиния,ə vʲ ɪ ɐ ˈ lʲ i nʲ ɪ j ə
авиалиния,ə vʲ ɪ ɐ ˈ lʲ i nʲ ɪ ɪ
авианавигация,ˌ a vʲ ɪ ə n ə vʲ ɪ ˈ g a t͡ s ɨ j ə
авианавигация,ˌ a vʲ ɪ ə n ə vʲ ɪ ˈ g a t͡ s ɨ j ɪ
авиаотряд,а̀ в и а о т р я́ д ы
авиаотряд,а̀ в и а о т р я́ д
авиапарк,а в и а п а́ р к и
авиапарк,а в и а п а́ р к
авиаполк,а̀ в и а п о́ л к
авиаполк,а̀ в и а п о л к и́
авиапромышленность,́ а в и а п р о м ы́ ш л е н н о с т и
авиапромышленность,̀ а в и а п р о м ы́ ш л е н н о с т ь
авиатехник,а в и а т е́ х н и к и
авиатехник,а в и а т е́ х н и к
авиатор,ə vʲ ɪ ˈ a t ə r ɨ
авиатор,ə vʲ ɪ ˈ a t ə r
авиз,ɐ ˈ vʲ i s̪
авиз,ɐ ˈ vʲ i z̪ ɨ
авишка,ɐ ˈ vʲ i ʂ kʲ ɪ
авишка,ɐ ˈ vʲ i ʂ k ə
авишник,ɐ ˈ vʲ i ʂ nʲ ɪ k
авишник,ɐ ˈ vʲ i ʂ nʲ ɪ kʲ ɪ
авран,ɐ ˈ v r a n̪
авран,ɐ ˈ v r a n̪ ɨ
аврора,ɐ ˈ v r o r ə
аврора,ɐ ˈ v r o r ɨ
австерия,ɐ f ˈ s̪ t̪ ɛ rʲ ɪ j ə
австерия,ɐ f ˈ s̪ t̪ ɛ rʲ ɪ ɪ
автобиография,ə f t ə bʲ ɪ ɐ ˈ g r a fʲ ɪ j ɪ
автобиография,ə f t ə bʲ ɪ ɐ ˈ g r a fʲ ɪ j ə
автобус,а в т о́ б у с ы
автобус,а в т о́ б у с
автобусник,ɐ f ˈ t̪ o̞ b ʊ s̪ nʲ ɪ k
автобусник,ɐ f ˈ t̪ o̞ b ʊ s̪ nʲ ɪ kʲ ɪ
автовладелец,а в т о в л а д е́ л ь ц ы
автовладелец,а в т о в л а д е́ л е ц
автовокзал,ˌ ɐ f t ə v ɐ g ˈ z ɑ ɫ
автовокзал,ˌ ɐ f t ə v ɐ g ˈ z ɑ ɫ ɨ
автогир,ɐ f t̪ ɐ ˈ ɡʲ i r
автогир,ɐ f t̪ ɐ ˈ ɡʲ i r ɨ
автогол,ˌ ɐ f t ə g ɐ ˈ ɫ ɨ
автогол,ˌ ɐ f t ə ˈ g o ɫ
автодефрагментация,а̀ в т о д е ф р а г м е н т а́ ц и и
автодефрагментация,а̀ в т о д е ф р а г м е н т а́ ц и я
автожир,ə f t ɐ ˈ ʐ ɨ r
автожир,ə f t ɐ ˈ ʐ ɨ r ɨ
автокамера,а в т о к а́ м е р ы
автокамера,а в т о к а́ м е р а
автокар,а в т о к а́ р ы
автокар,а в т о к а́ р
автокефалия,а в т о к е ф а́ л и я
автокефалия,а в т о к е ф а́ л и и
автокефальность,а в т о к е ф а́ л ь н о с т ь
автокефальность,а в т о к е ф а́ л ь н о с т и
автокормушка,а в т о к о р м у́ ш к а
автокормушка,а в т о к о р м у́ ш к и
автократия,ə f t ɐ ˈ k r a tʲ ɪ j ɪ
автократия,ə f t ɐ ˈ k r a tʲ ɪ j ə
автомат,а в т о м а́ т ы
автомат,а в т о м а́ т
автомобилизация,а в т о м о б и л и з а́ ц и я
автомобилизация,а в т о м о б и л и з а́ ц и и
автомобилист,а в т о м о б и л и́ с т
автомобилист,а в т о м о б и л и́ с т ы
автомобиль,а в т о м о б и́ л и
автомобиль,а в т о м о б и́ л ь
автопаром,а в т о п а р о́ м ы
автопаром,а в т о п а р о́ м
автоперевод,ˌ ɑ f t ə pʲ ɪ rʲ ɪ ˈ v o d ɨ
автоперевод,ˌ ɑ f t ə pʲ ɪ rʲ ɪ ˈ v o d
автопилот,а̀ в т о п и л о́ т ы
автопилот,а̀ в т о п и л о́ т
автопортрет,ɐ f t ə p ʌ ɾ ˈ t rʲ ɛ t
автопортрет,ɐ f t ə p ʌ ɾ ˈ t rʲ ɛ t ɨ
автор,а́ в т о р ы
автор,а́ в т о р
авторадиодальномер,а̀ в т о р а̀ д и о д а л ь н о м е́ р
авторадиодальномер,а̀ в т о р а̀ д и о д а л ь н о м е́ р ы
авторитет,а в т о р и т е́ т ы
авторитет,а в т о р и т е́ т
авторица,ˈ a f t ə rʲ ɪ t͡ s ɨ
авторица,ˈ a f t ə rʲ ɪ t͡ s ə
авторша,ˈ a f t ə r ʂ ɨ
авторша,ˈ a f t ə r ʂ ə
авторынок,ə f t ɐ ˈ r ɨ n ə k
авторынок,ə f t ɐ ˈ r ɨ n kʲ ɪ
автосмазка,а в т о с м а́ з к а
автосмазка,а в т о с м а́ з к и
автосмесь,ɐ f t̪ ɐ ˈ s̪ mʲ e sʲ
автосмесь,ɐ f t̪ ɐ ˈ s̪ mʲ e sʲ ɪ
автостарт,ɐ f t̪ ɐ ˈ s̪ t̪ a r t̪
автостарт,ɐ f t̪ ɐ ˈ s̪ t̪ a r t̪ ɨ
автострада,ɐ f t ɐ ˈ s t r a d ə
автострада,ɐ f t ɐ ˈ s t r a d ɨ
автотрофный,а в т о т р о́ ф н ы е
автотрофный,а в т о т р о́ ф н ы й
автотюн,ə f t ɐ ˈ tʲ u n ɨ ə f t ɐ ˈ tʲ j u n ɨ
автотюн,ə f t ɐ ˈ tʲ u n ə f t ɐ ˈ tʲ j u n
автоугон,ɐ f t̪ ə u ˈ ɡ o n̪ ɨ
автоугон,ɐ f t̪ ə u ˈ ɡ o n̪
автофрагментация,а̀ в т о ф р а г м е н т а́ ц и и
автофрагментация,а̀ в т о ф р а г м е н т а́ ц и я
авточасть,ə f t ɐ ˈ t͡ ʃ a sʲ tʲ
авточасть,ə f t ɐ ˈ t͡ ʃ a sʲ tʲ ɪ
автоэксперт,а̀ в т о э к с п е́ р т
автоэксперт,а̀ в т о э к с п е́ р т ы
агами,а г а́ м и
агамия,ə ɡ ɐ ˈ mʲ i j ə
агамия,ə ɡ ɐ ˈ mʲ i ɪ
агат,а г а́ т
агат,а г а́ т ы
агатис,ɐ ˈ ɡ a tʲ ɪ s̪
агатис,ɐ ˈ ɡ a tʲ ɪ s̪ ɨ
агглютинин,ɐ gː lʲ ʊ tʲ ɪ ˈ nʲ i n̪
агджабединец,а г д ж а б е д и́ н ц ы
агджабединец,а г д ж а б е д и́ н е ц
агент,ɐ ˈ gʲ e n t
агент,ɐ ˈ gʲ e n t ɨ
агентесса,ɐ ɡʲ ɪ n̪ ˈ t̪ ɛ s̪ː ə
агентесса,ɐ ɡʲ ɪ n̪ ˈ t̪ ɛ s̪ː ɨ
агентство,a ˈ gʲ ɛ n t s t v ɒ
агиасма,ɐ ɡʲ ɪ ˈ a s̪ m ə
агиасма,ɐ ɡʲ ɪ ˈ a s̪ m ɨ
агиология,ə gʲ ɪ ɐ ˈ ɫ o gʲ ɪː
агиология,ə gʲ ɪ ɐ ˈ ɫ o gʲ ɪ j ə
агитаторский,а г и т а́ т о р с к и е
агитаторский,а г и т а́ т о р с к и й
агитвагон,ɐ ˌ ɡʲ i t̪ v ɐ ˈ ɡ o n̪ ɨ
агитвагон,ɐ ˌ ɡʲ i t̪ v ɐ ˈ ɡ o n̪
агломерат,ɐ ɡ ɫ̪ ə mʲ ɪ ˈ r ä t̪
агломерат,ɐ ɡ ɫ̪ ə mʲ ɪ ˈ r ä t̪ ɨ
агнец,ˈ a ɡ nʲ ɪ t͡ s
агнец,ˈ a ɡ n̪ t͡ s ɨ
агон,ɐ ˈ ɡ o̞ n̪
агон,ɐ ˈ ɡ o̞ n̪ ɨ
агония,ɐ ˈ ɡ o nʲ ɪ ɪ
агония,ɐ ˈ ɡ o nʲ ɪ j ə
агора,ɐ ɡ ɐ ˈ r ɨ
агора,ɐ ˈ ɡ o r ɨ
агора,ɐ ɡ ɐ ˈ r a
агора,ɐ ˈ ɡ o r ə
аграрник,ɐ ˈ g r a r nʲ ɪ kʲ ɪ
аграрник,ɐ ˈ g r a r nʲ ɪ k
агрегация,ə g rʲ ɪ ˈ g ɑ t s ɨ ɪ
агрегация,ə g rʲ ɪ ˈ g ɑ t s ɨ j ə
агрегирование,ə g rʲ ɪ ˈ gʲ i r ə v ə nʲ ɪ j ə
агрономша,а г р о н о́ м ш а
агрономша,а г р о н о́ м ш и
агропромышленный,а̀ г р о п р о м ы́ ш л е н н ы й
агропромышленный,а̀ г р о п р о м ы́ ш л е н н ы е
агропропаганда,ˌ a ɡ r ə p r ə p ɐ ˈ ɡ a n̪ d̪ ɨ
агропропаганда,ˌ a ɡ r ə p r ə p ɐ ˈ ɡ a n̪ d̪ ə
агрохимик,ˌ a g r ɐ ˈ xʲ i mʲ ɪ k
агрохимик,ˌ a g r ɐ ˈ xʲ i mʲ ɪ kʲ ɪ
агул,ɐ ˈ ɡ u l
агул,ɐ ˈ ɡ u l ɨ
агути,ɐ ˈ ɡ u tʲ ɪ
ад,а д
ад,а́ д ы
ада,а́ д а
ада,а́ д ы
адамант,ɐ d̪ ɐ ˈ m a n̪ t̪
адамант,ɐ d̪ ɐ ˈ m a n̪ t̪ ɨ
адамашка,ɐ d̪ ɐ ˈ m a ʂ kʲ ɪ
адамашка,ɐ d̪ ɐ ˈ m a ʂ k ə
адаптер,а д а́ п т э р ы
адаптер,а д а́ п т э р
адвекция,а д в е́ к ц и я
адвекция,а д в е́ к ц и и
адвент,ɐ d̪ ˈ vʲ e n̪ t̪ ɨ
адвент,ɐ d̪ ˈ vʲ e n̪ t̪
адвокат,а д в о к а́ т
адвокат,а д в о к а́ т ы
адвокат-сутяга,а д в о к а́ т ы с у т я́ г и
адвокат-сутяга,а д в о к а́ т с у т я́ г а
адвокатишка,ɐ d̪ v ɐ ˈ k a tʲ ɪ ʂ k ə
адвокатишка,ɐ d̪ v ɐ ˈ k a tʲ ɪ ʂ kʲ ɪ
адденд,а д д е́ н д
адденд,а д д е́ н д ы
адденда,а д д е́ н д а
адденда,а д д е́ н д ы
аддендум,а д д э́ н д у м ы
аддендум,а д д э́ н д у м
аденозинтрифосфат,ə d ɛ n ə ˌ zʲ i n t rʲ ɪ f ɐ s ˈ f a t
аденозинтрифосфат,ə d ɛ n ə ˌ zʲ i n t rʲ ɪ f ɐ s ˈ f a t ɨ
адессив,ə d ɨ ˈ sʲː ɪ f
адессив,ə d ɨ ˈ sʲː ɪ v ɨ
адех,ɐ ˈ dʲ e x
адех,ɐ ˈ dʲ e xʲ ɪ
админ,ɐ d ˈ mʲ i n ɨ
админ,ɐ d ˈ mʲ i n
административно-командный,а д м и н и с т р а т ѝ в н о к о м а́ н д н ы й
административно-командный,а д м и н и с т р а т ѝ в н о к о м а́ н д н ы е
администратор,ə d mʲ ɪ nʲ ɪ ˈ s t r a t ə r ɨ
администратор,ə d mʲ ɪ nʲ ɪ ˈ s t r a t ə r
адмирал,а д м и р а́ л ы
адмирал,а д м и р а́ л
адонис,ɐ ˈ d̪ o nʲ ɪ s̪ ɨ
адонис,
адонис,н о р м а у с т а р
адонис,ɐ ˈ d̪ o nʲ ɪ s̪
адреналин,а д р е н а л и́ н
адреналин,а д р е н а л и́ н ы
адрес,ˈ a d rʲ ɪ s
адрес,ɐ d rʲ ɪ ˈ s a ˈ a d rʲ ɪ s ɨ
адрес-календарь,ˌ ɐ d̪ rʲ ɪ s k ə lʲ ɪ n̪ ˈ d̪ a rʲ
адрес-календарь,ˌ ɐ d̪ rʲ ɪ s k ə lʲ ɪ n̪ d̪ ɐ ˈ rʲ i
адресуемость,ə d rʲ ɪ ˈ s u ɪ m ə sʲ tʲ ɪ
адресуемость,ə d rʲ ɪ ˈ s u ɪ m ə sʲ tʲ
адряс,ɐ ˈ d̪ rʲ a s̪
адряс,ɐ ˈ d̪ rʲ a s̪ ɨ
адсорбент,ə t s ɐ r ˈ bʲ e b t ɨ
адсорбент,ə t s ɐ r ˈ bʲ e b t
адъективация,ɐ dʲ ɪ̯ ɪ k tʲ ɪ ˈ v a t͡ s ɨ ɪ
адъективация,ɐ dʲ ɪ̯ ɪ k tʲ ɪ ˈ v a t͡ s ɨ ɪ̯ ə
адъективация,и с т о ч н и к о э с р я
адъюнкт,ɐ ˈ dʲ j ʉ̞ n k t
адъюнкт,ɐ ˈ dʲ j ʉ̞ n k t ɨ
адъюнктура,ɐ dʲ j ʉ̞ n k ˈ t u r ə
адъюнктура,ɐ dʲ j ʉ̞ n k ˈ t u r ɨ
адъютант,ɐ dʲ j ʉ ˈ t̪ a n̪ t̪ ɨ
адъютант,ɐ dʲ j ʉ ˈ t̪ a n̪ t̪
адъютантик,ɐ dʲ j ʉ̞ ˈ t̪ a n̪ tʲ ɪ kʲ ɪ
адъютантик,ɐ dʲ j ʉ̞ ˈ t̪ a n̪ tʲ ɪ k
ажиотаж,ə ʐ ɨ ɐ ˈ t ɑ ʐ ɨ
ажиотаж,ə ʐ ɨ ɐ ˈ t ɑ ʐ
аз,ɐ ˈ z ɨ
аз,a s
азалия,а з а́ л и и
азалия,а з а́ л и я
азат,ɐ ˈ z̪ a t̪ ɨ
азат,ɐ ˈ z̪ a t̪
азбука,ˈ a z b ʊ kʲ ɪ
азбука,ˈ a z b ʊ k ə
азербайджанец,а з э р б а й д ж а́ н е ц
азербайджанец,и с т о ч н и к о э с р я
азербайджанец,а з е р б а й д ж а́ н ц ы
азербайджанец,н о р м а д о п у с т и м о
азербайджанец,а з е р б а й д ж а́ н е ц
азербайджанец,а з э р б а й д ж а́ н ц ы
азиат,ə zʲ ɪ ˈ ɑ t ɨ
азиат,ə zʲ ɪ ˈ ɑ t
азиаточка,а з и а́ т о ч к и
азиаточка,а з и а́ т о ч к а
азиатчина,ə zʲ ɪ ˈ a t͡ ɕː ɪ n ɨ
азиатчина,ə zʲ ɪ ˈ a t͡ ɕː ɪ n ə
азик,ˈ a zʲ ɪ k
азик,ˈ a zʲ ɪ kʲ ɪ
азимут,ˈ a zʲ ɪ m ʊ t
азимут,ˈ a zʲ ɪ m ʊ t ɨ
азотобактер,и с т о ч н и к о э с р я
азотобактер,ɐ ˌ z o t ɐ ˈ b a k tʲ ɪ r
азотобактер,ɐ ˌ z o t ɐ ˈ b a k t ɛ r
азотобактер,ɐ ˌ z o t ɐ ˈ b a k t ɛ r ɨ
азотобактер,н о р м а д о п у с т и м о
азотобактер,ɐ ˌ z o t ɐ ˈ b a k tʲ ɪ r ɨ
аил,ɐ ˈ i l
аил,ɐ ˈ i l ɨ
аист,ˈ a i s t ɨ
аист,ˈ a i s t
айва,ɐ j ˈ v a
айва,ɐ j ˈ v ɨ
айкидо,ˌ ɐ j kʲ ɪ ˈ d o
айпишник,ɐ ɪ̯ ˈ pʲ i ʂ nʲ ɪ k
айпишник,ɐ ɪ̯ ˈ pʲ i ʂ nʲ ɪ kʲ ɪ
академик,а к а д е́ м и к и
академик,а к а д е́ м и к
академия,ɐ k ɐ ˈ dʲ e mʲ ɪ ɪ̯ ə
академия,ɐ k ɐ ˈ dʲ e mʲ ɪ ɪ
академка,ə k ɐ ˈ dʲ e m kʲ ɪ
академка,ə k ɐ ˈ dʲ e m k ə
акафист,а к а́ ф и с т ы
акафист,а к а́ ф и с т
акафистник,ɐ ˈ k a fʲ ɪ sʲ nʲ ɪ k
акафистник,ɐ ˈ k a fʲ ɪ sʲ nʲ ɪ kʲ ɪ
акация,ɐ ˈ k a t s ɨ j ə
акация,ɐ ˈ k a t s ɨ ɪ
акварель,ɐ k v ɐ ˈ rʲ e lʲ
акварель,ɐ k v ɐ ˈ rʲ e lʲ ɪ
аквариум,ɐ k ˈ v a rʲ ɪ ʊ m
аквариум,ɐ k ˈ v a rʲ ɪ ʊ m ɨ
акватипия,а к в а т и́ п и и
акватипия,а к в а т и́ п и я
аквацикл,ə k v ɐ ˈ t͡ s ɨ k ɫ
аквацикл,ə k v ɐ ˈ t͡ s ɨ k ɫ ɨ
акведук,а к в е д у́ к
акведук,а к в е д у́ к и
аквилегия,ə k vʲ ɪ ˈ lʲ e gʲ ɪ j ə
аквилегия,ə k vʲ ɪ ˈ lʲ e gʲ ɪː
аквилон,ɐ k vʲ ɪ ˈ ɫ o n̪ ɨ
аквилон,ɐ k vʲ ɪ ˈ ɫ o n̪
аккомпанемент,а к к о м п а н е м е́ н т ы
аккомпанемент,а к к о м п а н е м е́ н т
аккомпаниатор,а к к о м п а н и а́ т о р
аккомпаниатор,а к к о м п а н и а́ т о р ы
аккомпаниаторша,а к к о м п а н и а́ т о р ш и
аккомпаниаторша,а к к о м п а н и а́ т о р ш а
аккорд,ɐ ˈ k o r t
аккорд,ɐ ˈ k o r d ɨ
аккордеон,ɐ k ə r dʲ ɪ ˈ o n ɨ
аккордеон,ɐ k ə r dʲ ɪ ˈ o n
аккордеонист,а к к о р д е о н и́ с т
аккузатив,ə k ʊ z ɐ ˈ tʲ i f
аккузатив,ə k ʊ z ɐ ˈ tʲ i v ɨ
аккумулятор,a kː ʊ m ʊ ˈ lʲ æ t ə r ɨ
аккумулятор,a kː ʊ m ʊ ˈ lʲ æ t ə r
акритарха,а к р и т а́ р х а
акритарха,а к р и т а́ р х и
