headword,pronunciation
affronto,a f ˈ f r o n t o
affumicare,a f f u m i ˈ k a r e
afnio,ˈ a f n j o
afonia,a f o ˈ n i a
aforisma,a f o ˈ r i z m a
afrodisiaco,a f r o d i ˈ z i a k o
afrore,a ˈ f r o r e
afrori,a ˈ f r o r i
agape,ˈ a g a p e
agape,a ˈ g a p e
agenda,a ˈ d ʒ ɛ n d a
agente,a ˈ d ʒ ɛ n t e
agenzia,a ˈ d ʒ ɛ n t e
agevola,a ˈ d ʒ e v o l a
agevolare,a d ʒ e v o ˈ l a r e
agevolazione,a d ʒ e v o l a t ˈ t s j o n e
agganciare,a g g a n ˈ t ʃ a r e
aggettivi,a d d ʒ e t ˈ t i v i
aggettivo,a d d ʒ e t ˈ t i v o
agghiacciare,a g g j a t ˈ t ʃ a r e
aggiornare,a d d ʒ o r ˈ n a r e
aggiotaggio,a d d ʒ o ˈ t a d d ʒ o
aggiudicazione,a d d ʒ u d i k a ˈ t s j o n e
aggiungere,a d ˈ d ʒ u ŋ d ʒ e r e
agglomerazione,a g g l o m e r a ˈ t s j o n e
agglutinazione,a g g l u t i n a t ˈ t s j o n e
aggomitolare,a g g o m i t o ˈ l a r e
aggottare,a g g o t ˈ t a r e
aggravare,a g g r a ˈ v a r e
aggravio,a g ˈ g r a v j o
aggredire,a g g r e ˈ d i r e
aggregazione,a g g r e g a t ˈ t s j o n e
aggressione,a g g r e s ˈ s j o n e
aggressività,a g g r e s s i v i ˈ t a
aggrovigliare,a g g r o v i ʎ ˈ ʎ a r e
agguantare,a g g w a n ˈ t a r e
aghi,ˈ a g i
agile,ˈ a d ʒ i l e
agilissima,a d ʒ i ˈ l i s s i m a
agilissime,a d ʒ i ˈ l i s s i m e
agilissimi,a d ʒ i ˈ l i s s i m i
agilissimo,a d ʒ i ˈ l i s s i m o
agilmente,a d ʒ i l ˈ m e n t e
agio,ˈ a d ʒ o
agiografia,a d ʒ o g r a ˈ f i a
agiograficamente,a d ʒ o g r a f i k a ˈ m e n t e
agiografico,a d ʒ o ˈ g r a f i k o
agiografo,a d ʒ o ˈ g r a f o
agiotoponimi,a d ʒ o t o ˈ p ɔ n i m i
agiotoponimo,a d ʒ o t o ˈ p ɔ n i m o
agire,a ˈ d ʒ i r e
agitato,a d ʒ i ˈ t a t o
agitazione,a d ʒ i t a ˈ t s j o n e
aglio,ˈ a ʎ ʎ o
agnello,a ˈ ɲ ɲ ɛ l l o
agnizione,a ɲ ɲ i ˈ t s j o n e
agnosticismo,a ɲ ɲ o s t i ˈ t ʃ i z m o
agnostico,a ˈ ɲ ɲ ɔ s t i k o
ago,ˈ a g o
agonismo,a g o ˈ n i z m o
agonistico,a g o ˈ n i s t i k o
agorafobia,a g o r a f o ˈ b i a
agorai,a g o ˈ r a i
agoraio,a g o ˈ r a j o
agostiniana,a g o s t i ˈ n j a n a
agostiniane,a g o s t i ˈ n j a n e
agostiniani,a g o s t i ˈ n j a n i
agostiniano,a g o s t i ˈ n j a n o
agosto,a ˈ g o s t o
agricolo,a ˈ g r i k o l o
agricoltore,a g r i k o l ˈ t o r e
agricoltura,a g r i k o l ˈ t u r a
agrodolce,a g r o ˈ d o l t ʃ e
agrodolci,a g r o ˈ d o l t ʃ i
agronomia,a g r o n o ˈ m i a
agrume,a ˈ g r u m e
agrumi,a ˈ g r u m i
aguzza,a ˈ g u t t s a
aguzzare,a g u t ˈ t s a r e
aguzze,a ˈ g u t t s e
aguzzi,a ˈ g u t t s i
aguzzino,a g u d ˈ d z i n o
aguzzo,a ˈ g u t t s o
ah,aː
ahimè,a i ˈ m ɛ
ahimé,a i ˈ m e
airone,a i ˈ r o n e
aironi,a i ˈ r o n i
aiutante,a j u ˈ t a n t e
aiutare,a j u ˈ t a r e
aiuto,a ˈ j u t o
aizzare,a i d ˈ d z a r e
alabardiere,a l a b a r ˈ d j ɛ r e
alabardieri,a l a b a r ˈ d j ɛ r i
alacre,ˈ a l a k r e
alacre,a ˈ l a k r e
alamaro,a l a ˈ m a r o
alambicco,ə ˈ l ɛ m b ɪ k
alato,a ˈ l a t o
alba,ˈ a l b a
albagia,a l b a ˈ d ʒ i a
albatro,a l b a t r o
albedo,a l ˈ b ɛ d o
albedo,a l ˈ b ɛː d o
albergare,a l b e r ˈ g a r e
albergatore,a l b e r g a ˈ t o r e
albergo,a l ˈ b ɛ r g o
albero,ˈ a l b e r o
albicocca,a l b i ˈ k ɔ k k a
albino,a l ˈ b i n o
albo,ˈ a l b o
album,ˈ a l b u m
albume,a l ˈ b u m e
alcalino,a l k a ˈ l i n o
alcano,a l ˈ k a n o
alchimizzare,a l k i m i d ˈ d z a r e
alcolico,a l ˈ k ɔ l i k o
alcolismo,a l k o ˈ l i z m o
alcolista,a l k o ˈ l i s t a
alcolizzato,a l k o l i d ˈ d z a t o
aldeide,a l ˈ d ɛ i d e
aldoli,a l ˈ d ɔ l i
aldolo,a l ˈ d ɔ l o
aleatorio,a l e a ˈ t ɔ r j o
alfabetica,a l f a ˈ b ɛ t i ˈ k a
alfabetiche,a l f a ˈ b ɛ t i ˈ k e
alfabetici,a l f a ˈ b ɛ t i ˈ t ʃ i
alfabetico,a l f a ˈ b ɛ t i k o
alfabeto,a l f a ˈ b ɛː t o
alfamedialità,a l f a m ɛ d j a l i ˈ t a
alfiere,a l ˈ f j ɛ r e
algebra,ˈ a l d ʒ e b r a
algebrico,a l ˈ d ʒ ɛ b r i k o
algida,ˈ a l d ʒ i d a
algide,ˈ a l d ʒ i d e
algidi,ˈ a l d ʒ i d i
algido,ˈ a l d ʒ i d o
algofilia,a l g o f i ˈ l i a
algofiliaco,a l g o f i ˈ l i a k o
aliante,a l i ˈ a n t e
aliante,a ˈ l j a n t e
alibi,ˈ a l i b i
alienazione,a l j e n a ˈ t s j o n e
alieno,a ˈ l j ɛ n o
alimentare,a l i m e n ˈ t a r e
aliquota,a ˈ l i k w o t a
alito,ˈ a l i t o
alitosi,ˈ a l i t o z i
allacciamento,a l l a t t ʃ a ˈ m e n t o
allagamento,a l l a g a ˈ m e n t o
allampanato,a l l a m p a ˈ n a t o
allargamento,a l l a r g a ˈ m e n t o
allarme,a l ˈ l a r m e
allattamento,a l l a t t a ˈ m e n t o
alleanza,a l l e ˈ a n t s a
alleato,a l l e ˈ a t o
allegati,a l l e ˈ g a t i
alleggerire,a l l e d d ʒ e ˈ r i r e
allegoria,a l l e g o ˈ r i a
allegorie,a l l e g o ˈ r i e
allegria,a l l e ˈ g r i a
alleluia,a l l e ˈ l u j a
allenamento,a l l e n a ˈ m e n t o
allenare,a l l e ˈ n a r e
allenatore,a l l e n a ˈ t o r e
allentare,a l l e n ˈ t a r e
allergia,a l l e r ˈ d ʒ i a
allergologia,a l l e r g o l o ˈ d ʒ i a
allettare,a l l e t ˈ t a r e
allevamento,a l l e v a ˈ m e n t o
allevare,a l l e ˈ v a r e
allevatore,a l l e v a ˈ t o r e
alleviare,a l l e ˈ v j a r e
alliacea,a l l i ˈ a t ʃ ɛ a
alliacee,a l l i ˈ a t ʃ ɛ e
allibire,a l l i ˈ b i r e
allibito,a l l i ˈ b i t o
allibratore,a l l i b r a ˈ t o r e
allievo,a l ˈ l j ɛ v o
alligatore,a l l i g a ˈ t o r e
allocco,a l ˈ l ɔ k k o
allodio,a l ˈ l ɔ d j o
allodola,a l ˈ l ɔ d o l a
allogeno,a l ˈ l ɔ d ʒ e n o
alloggio,a l ˈ l ɔ d d ʒ o
allontanamento,a l l o n t a n a ˈ m e n t o
allontanare,a l l o n t a ˈ n a r e
allopatrico,a l l o ˈ p a t r i k o
allora,a l ˈ l o r a
allorché,a l l o r ˈ k e
alloro,a l ˈ l ɔ r o
allotropo,a l ˈ l ɔ t r o p o
alluce,ˈ a l l u t ʃ e
alluminio,a l l u ˈ m i n j o
allungare,a l l u n ˈ g a r e
allusione,a l l u ˈ z j o n e
allusioni,a l l u ˈ z j o n i
allusivo,a l l u ˈ z i v o
alma,ˈ a l m a
almeno,a l ˈ m e n o
alogeno,a ˈ l ɔ d ʒ e n o
alone,a ˈ l o n e
alopecia,a l o ˈ p ɛ t ʃ a
alpe,ˈ a l p e
alpeggio,a l ˈ p e d d ʒ o
alpi,ˈ a l p i
alquanto,a l ˈ k w a n t o
altalena,a l t a ˈ l e n a
altalena,a l t a ˈ l ɛ n a
altare,a l ˈ t a r e
alterare,a l t e ˈ r a r e
alterato,a l t e ˈ r a t o
alterazione,a l t e r a ˈ t s j o n e
alterco,a l ˈ t ɛ r k o
alternanza,a l t e r ˈ n a n t s a
alternarsi,a l t e r ˈ n a r s i
alternativa,a l t e r n a ˈ t i v a
alternativo,a l t e r n a ˈ t i v o
altimetrico,a l t i ˈ m ɛ t r i k o
altipiani,a l t i ˈ p j a n i
altipiano,a l t i ˈ p j a n o
altitudine,a l t i ˈ t u d i n e
alto,ˈ a l t o
altoforno,a l t o ˈ f o r n o
altoparlante,a l t o p a r ˈ l a n t e
altopiani,a l t o ˈ p j a n i
altopiano,a l t o ˈ p j a n o
altrettanto,a l t r e t ˈ t a n t o
altrove,a l ˈ t r o v e
altruismo,a l t r u ˈ i z m o
altruista,a l t r u ˈ i z m o
altruistico,a l t r u ˈ i s t i k o
altura,a l ˈ t u r a
alveo,ˈ a l v e o
alvo,ˈ a l v o
alzare,a l ˈ t s a r e
alzata,a l ˈ t s a t a
amabile,a ˈ m a b i l e
amaca,a ˈ m a k a
amalgamare,a m a l g a ˈ m a r e
amante,a ˈ m a n t e
amarena,a m a ˈ r ɛ n a
amarezza,a m a ˈ r e t t s a
amaro,a ˈ m a r o
amatorio,a m a ˈ t ɔ r j o
amazzone,a ˈ m a d d z o n e
amba,ˈ a m b a
ambasciatore,a m b a ʃ ʃ a ˈ t o r e
ambe,ˈ a m b e
ambientale,a m b j e n ˈ t a l e
ambiente,a m ˈ b j ɛ n t e
ambigua,a m ˈ b i g w a
ambigui,a m ˈ b i g w i
ambiguità,a m b i g w i ˈ t a
ambiguo,a m ˈ b i g w o
ambito,ˈ a m b i t o
ambizione,a m b i ˈ t s j o n e
ambiziosa,a m b i ˈ t s j o z a
ambiziose,a m b i ˈ t s j o z e
ambiziosi,a m b i ˈ t s j o z i
ambizioso,a m b i ˈ t s j o z o
ambrosiano,a m b r o ˈ z j a n o
amelogenesi,a m e l o ˈ d ʒ ɛ n e z i
amen,ˈ a m e n
ameno,a ˈ m ɛ n o
amenti,a ˈ m ɛ n t i
amento,a ˈ m ɛ n t o
americanismo,a m e r i k a ˈ n i z m o
americio,a m e ˈ r i t ʃ o
ametista,a m e ˈ t i s t a
amianto,a ˈ m j a n t o
amicarsi,a m i ˈ k a r s i
amichevole,a m i ˈ k e v o l e
amicizia,a m i ˈ t ʃ i t s j a
amico,a ˈ m i k o
amigdala,a ˈ m i g d a l a
aminoacido,a m i n o ˈ a t ʃ i d o
ammalarsi,a m m a ˈ l a r s i
ammalato,a m m a ˈ l a t o
ammarare,a m m a ˈ r a r e
ammassare,a m m a s ˈ s a r e
ammasso,a m ˈ m a s s o
ammattire,a m m a t ˈ t i r e
ammennicoli,a m m e n ˈ n i k o l i
ammennicolo,a m m e n ˈ n i k o l o
ammettere,a m ˈ m e t t e r e
ammide,a m ˈ m i d e
ammidi,a m ˈ m i d i
ammina,a m ˈ m i n a
amminazione,a m m i n a t ˈ t s j o n e
amministrare,a m m i n i ˈ s t r a r e
amministrative,a m m i n i s t r a ˈ t i v e
amministratore,a m m i n i s t r a ˈ t o r e
amministrazione,a m m i n i s t r a t ˈ t s j o n e
amminoacidi,a m m i n o ˈ a t ʃ i d i
amminoacido,a m m i n o ˈ a t ʃ i d o
ammiraglia,a m m i ˈ r a ʎ ʎ a
ammiraglio,a m m i ˈ r a ʎ ʎ o
ammirare,a m m i ˈ r a r e
ammiratore,a m m i r a ˈ t o r e
ammirevole,a m m i ˈ r e v o l e
ammogliata,a m o ˈ ʎ a t a
ammogliati,a m m o ʎ ˈ ʎ a t i
ammogliato,a m m o ʎ ˈ ʎ a t o
ammoniaca,a m m o ˈ n i a k a
ammonire,a m m o ˈ n i r e
ammonizione,a m m o n i ˈ t s j o n e
ammorbidimento,a m m o r b i d i ˈ m e n t o
ammortizzatore,a m m o r t i d d z a ˈ t o r e
ammuffire,a m m u f ˈ f i r e
ammutolire,a m m u t o ˈ l i r e
amnesia,a m n e ˈ z i a
amnistia,a m n i ˈ s t i a
amo,ˈ a m o
amore,a ˈ m o r e
amorevole,a m o ˈ r e v o l e
amorfo,a ˈ m ɔ r f o
amorino,a m o ˈ r i n o
amoroso,a m o ˈ r o z o
amoroso,a m o ˈ r o s o
amperometro,a m p ɛ ˈ r ɔ m e t r o
ampiezza,a m ˈ p j e t t s a
ampio,ˈ a m p j o
amplesso,a m ˈ p l ɛ s s o
ampliamento,a m p l j a ˈ m e n t o
ampliamento,a m p l i a ˈ m e n t o
amputare,a m p u ˈ t a r e
amuleto,a m u ˈ l ɛ t o
amuleto,a m u ˈ l e t o
anacoluto,a n a k o ˈ l u t o
anacoreta,a n a k o ˈ r ɛ t a
anacronistico,a n a k r o ˈ n i s t i k o
anacrusi,a n a ˈ k r u z i
anagogia,a n a g o ˈ d ʒ i a
anagrafe,a ˈ n a g r a f e
anagramma,a n a ˈ g r a m m a
analcolico,a n a l ˈ k ɔ l i k o
analfabeta,a n a l f a ˈ b ɛ t a
anali,a ˈ n a l i
analisi,a ˈ n a l i z i
analista,a n a ˈ l i s t a
analizzare,a n a l i d ˈ d z a r e
analizzato,a n a l i d ˈ d z a t o
analogia,a n a l o ˈ d ʒ i a
anamorfosi,a n a m o r ˈ f ɔ z i
anamorfosi,a n a ˈ m o r f o z i
anarchia,a n a r ˈ k i a
anarchico,a ˈ n a r k i k o
anastaticamente,a n a s t a t i k a ˈ m e n t e
anastatico,a n a s ˈ t a t i k o
anatema,a n a ˈ t ɛ m a
anatema,a ˈ n a t e m a
anatomia,a n a t o ˈ m i a
anatomico,a n a ˈ t ɔ m i k o
anatomista,a n a t o ˈ m i s t a
anatra,ˈ a n a t r a
ancella,a n ˈ t ʃ ɛ l l a
ancestrale,a n t ʃ e ˈ s t r a l e
anche,ˈ a ŋ k e
ancheggiare,a ŋ k e d ˈ d ʒ a r e
ancora,ˈ a ŋ k o r a
ancora,a ŋ ˈ k o r a
andamento,a n d a ˈ m e n t o
andare,a n ˈ d a r e
androgino,a n ˈ d r ɔ d ʒ i n o
androide,a n ˈ d r ɔ j d e
andropausa,a n d r o ˈ p a w z a
aneddotica,a n e d ˈ d ɔ t i k a
anello,a ˈ n ɛ l l o
anemia,a n e ˈ m i a
anemoscopio,a n e m o s ˈ k ɔ p j o
anestesiologia,a n e s t e z j o l o ˈ d ʒ i a
anestetizzare,a n e s t e t i d ˈ d z a r e
aneurisma,a n e u ˈ r i z m a
anfibio,a n ˈ f i b j o
anfotera,a n ˈ f ɔ t e r a
anfotere,a n ˈ f ɔ t e r e
anfoteri,a n ˈ f ɔ t e r i
anfotero,a n ˈ f ɔ t e r o
angelico,a ŋ ˈ d ʒ ɛ l i k o
angelo,ˈ a ŋ d ʒ e l o
angelus,ˈ a ŋ d ʒ e l u s
angheria,a ŋ g h e ˈ r i a
anglofilo,a ŋ ˈ g l ɔ f i l o
anglofobo,a ŋ ˈ g l ɔ f o b o
anglosassone,a ŋ g l o ˈ s a s s o n e
anglosassoni,a ŋ g l o ˈ s a s s o n i
angolare,a ŋ g o ˈ l a r e
angolo,ˈ a ŋ g o l o
angoscia,a ŋ ˈ g ɔ ʃ ʃ a
angoscioso,a ŋ g o ʃ ˈ ʃ o z o
anguilla,a n ˈ g w i l l a
anguria,a ŋ ˈ g u r j a
angusto,a ŋ ˈ g u s t o
anidride,a n i ˈ d r i d e
anima,ˈ a n i m a
animale,a n i ˈ m a l e
animalismo,a n i m a ˈ l i z m o
animare,a n i ˈ m a r e
animazione,a n i m a ˈ t s j o n e
animismo,a n i ˈ m i z m o
animistico,a n i ˈ m i s t i k o
animosità,a n i m o z i ˈ t a
animoso,a n i ˈ m o z o
anisotropo,a n i ˈ z ɔ t r o p o
annacquare,a n n a k ˈ k w a r e
annidamento,a n n i d a ˈ m e n t o
anniversario,a n n i v e r ˈ s a r j o
anno,ˈ a n n o
annodare,a n n o ˈ d a r e
annoiare,a n n o ˈ j a r e
annona,a n ˈ n ɔ n a
annoso,a n ˈ n o z o
annoso,a n ˈ n o s o
annotatore,a n n o t a ˈ t o r e
annotatori,a n n o t a ˈ t o r i
annotatrice,a n n o t a ˈ t r i t ʃ e
annotatrici,a n n o t a ˈ t r i t ʃ i
annotazione,a n n o t a ˈ t s j o n e
annualità,a n n w a l i ˈ t a
annuire,a n n u ˈ i r e
annullamento,a n n u l l a ˈ m e n t o
annullare,a n n u l ˈ l a r e
annunciare,a n n u n ˈ t ʃ a r e
annunciato,a n n u n ˈ t ʃ a t o
annunciazione,a n n u n t ʃ a ˈ t s j o n e
annusare,a n n u ˈ z a r e
ano,ˈ a n o
anodico,a ˈ n ɔ d i k o
anodo,ˈ a n o d o
anomalia,a n o m a ˈ l i a
anomalo,a ˈ n ɔ m a l o
anonimo,a ˈ n ɔ n i m o
anoressia,a n o r e s ˈ s i a
ansare,a n ˈ s a r e
ansia,ˈ a n s j a
ansimare,a n s i ˈ m a r e
ansiolitico,a n s j o ˈ l i t i k o
ansioso,a n ˈ s j o z o
antagonista,a n t a g o ˈ n i s t a
antalgico,a n ˈ t a l d ʒ i k o
antenato,a n t e ˈ n a t o
antenna,a n ˈ t e n n a
anteprima,a n t e ˈ p r i m a
anteriormente,a n t e r j o r ˈ m e n t e
antiabbagliante,a n t j a b b a ʎ ˈ ʎ a n t e
antiabortivo,a n t i a b o r ˈ t i v o
antiaereo,a n t j a ˈ ɛ r e o
antibiotico,a n t i b i ˈ ɔ t i k o
anticapacitivo,a n t i k a p a t ʃ i ˈ t i v o
antichità,a n t i k i ˈ t a
anticiclone,a n t i t ʃ i ˈ k l o n e
anticipo,a n ˈ t i t ʃ i p o
anticlericalismo,a n t i k l e r i k a ˈ l i z m o
antico,a n ˈ t i k o
anticorpo,a n t i ˈ k ɔ r p o
anticostituzionalissimamente,a n t i c o s t i t u z i o n a ˌ l i s s i m a ˈ m e n t e
antidepressivo,a n t i d e p r e s ˈ s i v o
antifascismo,a ŋ t i f a ˈ ʃ i z m o
antilogaritmo,a n t i l o g a ˈ r i t m o
antilope,a n ˈ t i l o p e
antimonio,a n t i ˈ m ɔ n j o
antinfettivo,a n t i n f e t ˈ t i v o
antiparassitario,a n t i p a r a s s i ˈ t a r j o
antipatico,a n t i ˈ p a t i k o
antipodi,a n ˈ t i p o d i
antiruggine,a n t i ˈ r u d d ʒ i n e
antisismico,a n t i ˈ s i z m i k o
antonimo,a n ˈ t ɔ n i m o
antropico,a n ˈ t r ɔ p i k o
antropocentrico,a n t r o p o ˈ t ʃ ɛ n t r i k o
antropofaga,a n t r o ˈ p ɔ f a g a
antropofaghi,a n t r o ˈ p ɔ f a g i
antropofagi,a n t r o ˈ p ɔ f a g i
antropofagia,a n t r o p o f a ˈ d ʒ i a
antropofago,a n t r o ˈ p ɔ f a g o
antropologi,a n t r o ˈ p ɔ l o g i
antropologia,a n t r o p o l o ˈ d ʒ i a
antropologo,a n t r o ˈ p ɔ l o g o
antropomorfico,a n t r o p o ˈ m ɔ r f i k o
antropomorfismo,a n t r o p o m o r ˈ f i z m o
antropomorfo,a n t r o p o ˈ m ɔ r f o
antroponimi,a n t r o ˈ p ɔ n i m i
antroponimo,a n t r o ˈ p ɔ n i m o
anzi,ˈ a n t z i
anzianità,a n t s j a n i ˈ t a
anzianotto,a n t s j a ˈ n ɔ t t o
apartheid,a p a r ˈ t a j d
ape,ˈ a p e
aperiodici,a p e r i ˈ ɔ d i k i
aperiodico,a p e r i ˈ ɔ d i k o
apertamente,a p e r t a ˈ m e n t e
aperto,a ˈ p e r t o
apertura,a p e r ˈ t u r a
apice,ˈ a p i t ʃ e
apocalisse,a p o k a ˈ l i s s e
apocalittico,a p o k a ˈ l i t t i k o
apocope,a ˈ p ɔ k o p e
apocrifo,a ˈ p ɔ k r i f o
apodittico,a p o ˈ d i t t i k o
apoftegma,a p o f ˈ t ɛ g m a
apollo,a ˈ p o l l o
apologetica,a p o l o ˈ d ʒ ɛ t i k a
apologia,a p o l o ˈ d ʒ i a
apologista,a p o l o ˈ d ʒ i s t a
apologo,a ˈ p ɔ l o g o
aporema,a p o ˈ r ɛ m a
aporia,a p o ˈ r i a
apostata,a ˈ p ɔ s t a t a
apostolo,a ˈ p ɔ s t o l o
apostrofe,a ˈ p ɔ s t r o f e
appaltare,a p p a l ˈ t a r e
appaltatore,a p p a l t a ˈ t o r e
appalto,a p ˈ p a l t o
apparato,a p p a ˈ r a t o
apparecchiatura,a p p a r e k k j a ˈ t u r a
apparecchio,a p p a ˈ r e k k j o
apparente,a p p a ˈ r ɛ n t e
apparentemente,a p p a r e n t e ˈ m e n t e
apparenza,a p p a ˈ r ɛ n t s a
apparire,a p p a ˈ r i r e
appartamento,a p p a r t a ˈ m e n t o
appartenenza,a p a r t e ˈ n ɛ n t s a
appartenere,a p p a r t e ˈ n e r e
appassimento,a p p a s s i ˈ m e n t o
appassionato,a p p a s s j o ˈ n a t o
appello,a p ˈ p ɛ l l o
appena,a p ˈ p e n a
appendere,a p ˈ p ɛ n d e r e
appendice,a p p e n ˈ d i t ʃ e
appendicite,a p p e n d i ˈ t ʃ i t e
appendino,a p p e n ˈ d i n o
appetito,a p p e ˈ t i t o
appiccare,a p p i k ˈ k a r e
appiglio,a p ˈ p i ʎ ʎ o
applauso,a p ˈ p l a u z o
applicabile,a p p l i ˈ k a b i l e
applicare,a p p l i ˈ k a r e
applicazione,a p p l i k a ˈ t s j o n e
appo,a p ˈ p ɔ
appoggiare,a p p o d ˈ d ʒ a r e
appoggiarsi,a p p o d ˈ d ʒ a r s i
appoggio,a p ˈ p ɔ d d ʒ o
appollaiarsi,a p p o l l a ˈ j a r s i
apporre,a p ˈ p o r r e
apprendimento,a p p r e n d i ˈ m e n t o
apprensione,a p p r e n ˈ s j o n e
apprettare,a p p r e t ˈ t a r e
apprezzare,a p p r e t ˈ t s a r e
approfittare,a p p r o f i t ˈ t a r e
approfondimento,a p p r o f o n d i ˈ m e n t o
approfondire,a p p r o f o n ˈ d i r e
approvare,a p p r o ˈ v a r e
approvazione,a p p r o v a ˈ t s j o n e
approvvigionamento,a p p r o v v i d ʒ o n a ˈ m e n t o
appuntamento,a p p u n t a ˈ m e n t o
appunto,a p ˈ p u n t o
aprile,a ˈ p r i l e
aprire,a ˈ p r i r e
aquario,a ˈ k w a r j o
aquilone,a k w i ˈ l o n e
aquinate,a k w i ˈ n a t e
arabo,ˈ a r a b o
arachide,a ˈ r a k i d e
araldica,a ˈ r a l d i k a
araldico,a ˈ r a l d i k o
araldo,a ˈ r a l d o
aranceto,a r a n ˈ t ʃ e t o
arancia,a ˈ r a n t ʃ a
aranciata,a r a n ˈ t ʃ a t a
arancio,a ˈ r a n t ʃ o
arancione,a r a n ˈ t ʃ o n e
aratro,a ˈ r a t r o
arazzo,a ˈ r a t t s o
arbitra,ˈ a r b i t r a
arbitra,ˈ ä r b i t̪ r ä
arbitrare,a r b i ˈ t r a r e
arbitrario,a r b i ˈ t r a r j o
arbitre,ˈ a r b i t r e
arbitre,ˈ ä r b i t̪ r e
arbitri,ˈ a r b i t r i
arbitri,ˈ ä r b i t̪ r i
arbitro,ˈ ä r b i t̪ r o
arbitro,ˈ a r b i t r o
arborizzazione,a r b o r i d d z a t ˈ t s j o n e
arbusto,a r ˈ b u s t o
arca,ˈ a r k a
arcade,ˈ a r k a d e
arcadia,a r ˈ k a d j a
arcaicità,a r k a j t ʃ i ˈ t a
arcaico,a r ˈ k a i k o
arcaismo,a r k a ˈ i z m o
arcangelo,a r ˈ k a ŋ d ʒ e l o
arcano,a r ˈ k a n o
arcata,a r ˈ k a t a
archeologia,a r k e o l o ˈ d ʒ i a
archeologo,a r k e ˈ ɔ l o g o
archetipo,a r ˈ k ɛ t i p o
archiatra,a r ˈ k j a t r a
archimedeo,a r k i m e ˈ d ɛ o
architetto,a r k i ˈ t ɛ t t o
architetto,a r k i ˈ t e t t o
architettonico,a r k i t e t ˈ t ɔ n i k o
architettura,a r k i t e t ˈ t u r a
architetturale,a r k i t e t t u ˈ r a l e
archiviare,a r k i ˈ v j a r e
archivio,a r ˈ k i v j o
archivista,a r k i ˈ v i s t a
arcipelago,a r t ʃ i ˈ p ɛ l a g o
arcivescovo,a r t ʃ i ˈ v e s k o v o
arco,ˈ a r k o
arcobaleno,a r k o b a ˈ l e n o
arconte,a r ˈ k o n t e
ardente,a r ˈ d ɛ n t e
ardere,ˈ a r d e r e
ardesia,a r ˈ d ɛ z j a
ardimentoso,a r d i m ɛ̃ ˈ t o z o
ardimentoso,a r d i m ɛ̃ ˈ t o s o
ardito,a r ˈ d i t o
arduo,ˈ a r d u o
area,ˈ a r e a
areale,a r e ˈ a l e
areale,a r e ˈ aː l e
areali,a r e ˈ a l i
areali,a r e ˈ aː l i
arenaria,a r e n a ˈ r j a
areopago,a r e o ˈ p a g o
areopago,a r e ˈ ɔ p a g o
argenteria,a r d ʒ e n t e ˈ r i a
argentifero,a r d ʒ e n ˈ t i f e r o
argentino,a r d ʒ e n ˈ t i n o
argento,a r ˈ d ʒ ɛ n t o
argine,ˈ a r d ʒ i n e
argo,ˈ a r g o
argomentazione,a r g o m e n t a t ˈ t s j o n e
argomento,a r g o ˈ m e n t o
argon,ˈ a r g o n
arguire,a r g u ˈ i r e
arguzia,a r ˈ g u t s j a
aria,ˈ a r j a
ariano,a ˈ r i a n ɔ
aridità,a r i d i ˈ t a
ariete,a ˈ r j ɛ t e
ariete,a ˈ r i e t e
arista,ˈ a r i s t a
aristocratico,a r i s t o ˈ k r a t i k o
aristocrazia,a r i s t o k r a ˈ t s i a
aristotelico,a r i s t o ˈ t ɛ l i k o
aritmetica,a r i t ˈ m ɛ t i k a
aritmetizzare,a r i t m e t i d ˈ d z a r e
aritmetizzazione,a r i t m e t i d d z a t ˈ t s j o n e
arma,ˈ a r m a
armata,a r ˈ m a t a
armellino,a r m e l ˈ l i n o
armento,a r ˈ m e n t o
armigero,a r ˈ m i d ʒ e r o
armistizio,a r m i ˈ s t i t s j o
armonia,a r m o ˈ n i a
armonizzare,a r m o n i d ˈ d z a r e
arnese,a r ˈ n e z e
aroma,a ˈ r ɔ m a
arpa,ˈ a r p a
arpione,a r ˈ p j o n e
arra,ˈ a r r a
arrabbiare,a r r a b ˈ b j a r e
arrabbiato,a r r a b ˈ b j a t o
arrabbiatura,a r r a b b j a ˈ t u r a
arraffare,a r r a f ˈ f a r e
arrampicata,a r r a m p i ˈ k a t a
arrangiamento,a r r a n d ʒ a ˈ m e n t o
arredare,a r r e ˈ d a r e
arredo,a r ˈ r ɛ d o
arrembaggio,a r r e m ˈ b a d d ʒ o
arrestare,a r r e ˈ s t a r e
arresto,a r ˈ r ɛ s t o
arricchimento,a r r i k k i ˈ m e n t o
arricchire,a r r i k ˈ k i r e
arricchito,a r r i k ˈ k i t o
arrischiare,a r r i ˈ s k j a r e
arrivare,a r r i ˈ v a r e
arrivederci,a r r i v e ˈ d e r t ʃ i
arrivo,a r ˈ r i v o
arroccare,a r r o k ˈ k a r e
arrogante,a r r o ˈ g a n t e
arroganza,a r r o ˈ g a n t s a
arrossire,a r r o s ˈ s i r e
arrostire,a r r o ˈ s t i r e
arrostitura,a r r o s t i ˈ t u r a
arrosto,a r ˈ r ɔ s t o
arrotino,a r r o ˈ t i n o
arrotondare,a r r o t o n ˈ d a r e
arrotondato,a r r o t o n ˈ d a t o
arsenale,a r s e ˈ n a l e
arsenale,ä r s e ˈ n äː l e
