headword,pronunciation
ACAPULCO,ˌ æ k ə ˈ p ʊ l k oʊ
ACARY,ˈ æ k ɝ i
ACCARDI,ɑː ˈ k ɑː ɹ d i
ACCARDO,ɑː ˈ k ɑː ɹ d oʊ
ACCEDE,æ k ˈ s iː d
ACCEDED,æ k ˈ s iː d ɪ d
ACCEDES,æ k ˈ s iː d z
ACCEDING,æ k ˈ s iː d ɪ ŋ
ACCEL,ə k ˈ s ɛ l
ACCELERANT,æ k ˈ s ɛ l ɝ ə n t
ACCELERANTS,æ k ˈ s ɛ l ɝ ə n t s
ACCELERATE,æ k ˈ s ɛ l ɝ ˌ eɪ t
ACCELERATED,æ k ˈ s ɛ l ɝ ˌ eɪ t ɪ d
ACCELERATES,æ k ˈ s ɛ l ɝ ˌ eɪ t s
ACCELERATING,æ k ˈ s ɛ l ɝ ˌ eɪ t ɪ ŋ
ACCELERATION,ˌ æ k ˌ s ɛ l ɝ ˈ eɪ ʃ ə n
ACCELERATOR,æ k ˈ s ɛ l ɝ ˌ eɪ t ɝ
ACCELERATORS,æ k ˈ s ɛ l ɝ ˌ eɪ t ɝ z
ACCELEROMETER,æ k ˌ s ɛ l ɝ ˈ ɑː m ə t ɝ
ACCELEROMETERS,æ k ˌ s ɛ l ɝ ˈ ɑː m ə t ɝ z
ACCENT,"ə k ˈ s ɛ n t , ˈ æ k ˌ s ɛ n t"
ACCENTED,ˈ æ k s ɛ n t ɪ d
ACCENTING,ˈ æ k s ɛ n t ɪ ŋ
ACCENTS,ˈ æ k s ɛ n t s
ACCENTUATE,æ k ˈ s ɛ n t ʃ uː eɪ t
ACCENTUATED,æ k ˈ s ɛ n t ʃ uː ˌ eɪ t ɪ d
ACCENTUATES,æ k ˈ s ɛ n t ʃ uː ˌ eɪ t s
ACCENTUATING,æ k ˈ s ɛ n t ʃ uː ˌ eɪ t ɪ ŋ
ACCEPT,"æ k ˈ s ɛ p t , ə k ˈ s ɛ p t"
ACCEPTABILITY,ə k ˌ s ɛ p t ə ˈ b ɪ l ə t i
ACCEPTABLE,"æ k ˈ s ɛ p t ə b ə l , ə k ˈ s ɛ p t ə b ə l"
ACCEPTABLY,"æ k ˈ s ɛ p t ə b l i , ə k ˈ s ɛ p t ə b l i"
ACCEPTANCE,"æ k ˈ s ɛ p t ə n s , ə k ˈ s ɛ p t ə n s"
ACCEPTANCES,æ k ˈ s ɛ p t ə n s ɪ z
ACCEPTED,æ k ˈ s ɛ p t ɪ d
ACCEPTING,"æ k ˈ s ɛ p t ɪ ŋ , ə k ˈ s ɛ p t ɪ ŋ"
ACCEPTS,æ k ˈ s ɛ p t s
ACCESS,ˈ æ k ˌ s ɛ s
ACCESSED,ˈ æ k ˌ s ɛ s t
ACCESSIBILITY,ˌ æ k s ɛ s ə ˈ b ɪ l ɪ t i
ACCESSIBLE,æ k ˈ s ɛ s ə b ə l
ACCESSING,ˈ æ k ˌ s ɛ s ɪ ŋ
ACCESSION,ə k ˈ s ɛ ʃ ə n
ACCESSORIES,æ k ˈ s ɛ s ɝ iː z
ACCESSORIZE,æ k ˈ s ɛ s ɝ ˌ aɪ z
ACCESSORIZED,æ k ˈ s ɛ s ɝ ˌ aɪ z d
ACCESSORY,æ k ˈ s ɛ s ɝ i
ACCETTA,ɑː ˈ t ʃ ɛ t ə
ACCIDENT,ˈ æ k s ə d ə n t
ACCIDENT'S,ˈ æ k s ə d ə n t s
ACCIDENTAL,"ˌ æ k s ə ˈ d ɛ n t ə l , ˌ æ k s ə ˈ d ɛ n ə l"
ACCIDENTALLY,"ˌ æ k s ə ˈ d ɛ n t ə l i , ˌ æ k s ə ˈ d ɛ n ə l i"
ACCIDENTLY,ˈ æ k s ə d ə n t l i
ACCIDENTS,ˈ æ k s ə d ə n t s
ACCION,ˈ æ t ʃ iː ə n
ACCIVAL,ˈ æ s ɪ ˌ v ɑː l
ACCLAIM,ə ˈ k l eɪ m
ACCLAIM'S,ə ˈ k l eɪ m z
ACCLAIMED,ə ˈ k l eɪ m d
ACCLAIMING,ə ˈ k l eɪ m ɪ ŋ
ACCLAIMS,ə ˈ k l eɪ m z
ACCLAMATION,ˌ æ k l ə ˈ m eɪ ʃ ə n
ACCLIMATE,ˈ æ k l ə ˌ m eɪ t
ACCLIMATED,ˈ æ k l ə ˌ m eɪ t ɪ d
ACCLIMATION,ˌ æ k l ə ˈ m eɪ ʃ ə n
ACCO,ˈ æ k oʊ
ACCOKEEK,ˈ æ k oʊ k iː k
ACCOLA,ɑː ˈ k oʊ l ə
ACCOLADE,ˈ æ k ə ˌ l eɪ d
ACCOLADES,ˈ æ k ə ˌ l eɪ d z
ACCOMANDO,ɑː k oʊ ˈ m ɑː n d oʊ
ACCOMMODATE,ə ˈ k ɑː m ə ˌ d eɪ t
ACCOMMODATED,ə ˈ k ɑː m ə ˌ d eɪ t ə d
ACCOMMODATES,ə ˈ k ɑː m ə ˌ d eɪ t s
ACCOMMODATING,ə ˈ k ɑː m ə ˌ d eɪ t ɪ ŋ
ACCOMMODATION,ə ˌ k ɑː m ə ˈ d eɪ ʃ ə n
ACCOMMODATIONS,ə ˌ k ɑː m ə ˈ d eɪ ʃ ə n z
ACCOMMODATIVE,ə ˈ k ɑː m ə ˌ d eɪ t ɪ v
ACCOMPANIED,ə ˈ k ʌ m p ə n iː d
ACCOMPANIES,ə ˈ k ʌ m p ə n iː z
ACCOMPANIMENT,"ə ˈ k ʌ m p n ɪ m ə n t , ə ˈ k ʌ m p n iː m ə n t"
ACCOMPANIMENTS,"ə ˈ k ʌ m p n ɪ m ə n t s , ə ˈ k ʌ m p n iː m ə n t s"
ACCOMPANIST,ə ˈ k ʌ m p ə n ə s t
ACCOMPANY,ə ˈ k ʌ m p ə n i
ACCOMPANYING,ə ˈ k ʌ m p ə n iː ɪ ŋ
ACCOMPLI,"ˌ ɑː ˈ k ɑː m p l i , ə ˈ k ɑː m p l i"
ACCOMPLICE,ə ˈ k ɑː m p l ə s
ACCOMPLICES,ə ˈ k ɑː m p l ə s ə z
ACCOMPLISH,ə ˈ k ɑː m p l ɪ ʃ
ACCOMPLISHED,ə ˈ k ɑː m p l ɪ ʃ t
ACCOMPLISHES,ə ˈ k ɑː m p l ɪ ʃ ɪ z
ACCOMPLISHING,ə ˈ k ɑː m p l ɪ ʃ ɪ ŋ
ACCOMPLISHMENT,ə ˈ k ɑː m p l ɪ ʃ m ə n t
ACCOMPLISHMENTS,ə ˈ k ɑː m p l ɪ ʃ m ə n t s
ACCOR,ˈ æ ˌ k ɔ ɹ
ACCOR'S,ˈ æ k ɝ z
ACCORD,ə ˈ k ɔ ɹ d
ACCORD'S,ə ˈ k ɔ ɹ d z
ACCORDANCE,ə ˈ k ɔ ɹ d ə n s
ACCORDED,ə ˈ k ɔ ɹ d ɪ d
ACCORDING,ə ˈ k ɔ ɹ d ɪ ŋ
ACCORDINGLY,ə ˈ k ɔ ɹ d ɪ ŋ l i
ACCORDION,ə ˈ k ɔ ɹ d iː ə n
ACCORDIONS,ə ˈ k ɔ ɹ d iː ə n z
ACCORDS,ə ˈ k ɔ ɹ d z
ACCOST,ə ˈ k ɔ s t
ACCOSTED,ə ˈ k ɑː s t ə d
ACCOSTING,ə ˈ k ɑː s t ɪ ŋ
ACCOUNT,ə ˈ k aʊ n t
ACCOUNT'S,ə ˈ k aʊ n t s
ACCOUNTABILITY,ə ˈ k aʊ n t ə ˌ b ɪ l ɪ t i
ACCOUNTABLE,ə ˈ k aʊ n t ə b ə l
ACCOUNTANCY,ə ˈ k aʊ n t ə n t ˌ s iː
ACCOUNTANT,ə ˈ k aʊ n t ə n t
ACCOUNTANT'S,ə ˈ k aʊ n t ə n t s
ACCOUNTANTS,ə ˈ k aʊ n t ə n t s
ACCOUNTANTS',ə ˈ k aʊ n t ə n t s
ACCOUNTED,ə ˈ k aʊ n t ɪ d
ACCOUNTEMP,ə ˈ k aʊ n ˌ t ɛ m p
ACCOUNTEMPS,ə ˈ k aʊ n ˌ t ɛ m p s
ACCOUNTING,"ə ˈ k aʊ n t ɪ ŋ , ə ˈ k aʊ n ɪ ŋ"
ACCOUNTS,ə ˈ k aʊ n t s
ACCOUTERMENT,ə ˈ k uː t ɝ m ə n t
ACCOUTERMENTS,ə ˈ k uː t ɝ m ə n t s
ACCOUTREMENT,ə ˈ k uː t ɝ m ə n t
accouterments,ə ˈ k uː t ɝ m ə n t s
ACCRA,ˈ ɑː ˌ k ɹ ɑː
ACCREDIT,ə ˈ k ɹ ɛ ˌ d ɪ t
ACCREDITATION,ə ˌ k ɹ ɛ d ə ˈ t eɪ ʃ ə n
ACCREDITATIONS,ə ˌ k ɹ ɛ d ə ˈ t eɪ ʃ ə n z
ACCREDITED,ə ˈ k ɹ ɛ d ɪ t ɪ d
ACCREDITING,ə ˈ k ɹ ɛ d ə t ɪ ŋ
ACCRETED,ə ˈ k ɹ iː t ɪ d
ACCRETION,ə ˈ k ɹ iː ʃ ə n
ACCRUAL,ə ˈ k ɹ uː ə l
ACCRUALS,ə ˈ k ɹ uː ə l z
ACCRUE,ə ˈ k ɹ uː
ACCRUED,ə ˈ k ɹ uː d
ACCRUES,ə ˈ k ɹ uː z
ACCRUING,ə ˈ k ɹ uː ɪ ŋ
ACCU,ˈ æ k j uː
ACCUHEALTH,ˈ æ k j uː ˌ h ɛ l θ
ACCUMULATE,ə ˈ k j uː m j ə ˌ l eɪ t
ACCUMULATED,ə ˈ k j uː m j ə ˌ l eɪ t ɪ d
ACCUMULATES,ə ˈ k j uː m j ə ˌ l eɪ t s
ACCUMULATING,ə ˈ k j uː m j ə ˌ l eɪ t ɪ ŋ
ACCUMULATION,ə ˌ k j uː m j ə ˈ l eɪ ʃ ə n
ACCUMULATIONS,ə ˌ k j uː m j ə ˈ l eɪ ʃ ə n z
ACCUMULATIVE,ə ˈ k j uː m j ə ˌ l eɪ t ɪ v
ACCUMULATIVELY,"ə ˈ k j uː m j ə ˌ l eɪ t ɪ v l i , ə ˈ k j uː m j ə l ə ˌ t ɪ v l i"
ACCUMULATOR,ə ˈ k j uː m j ə ˌ l eɪ t ɝ
ACCUMULATORS,ə ˈ k j uː m j ə ˌ l eɪ t ɝ z
ACCURACIES,ˈ æ k j ɝ ə s iː z
ACCURACY,ˈ æ k j ɝ ə s i
ACCURATE,ˈ æ k j ɝ ə t
ACCURATELY,ˈ æ k j ɝ ə t l i
ACCURAY,ˈ æ k j ɝ ˌ eɪ
ACCURAY'S,ˈ æ k j ɝ ˌ eɪ z
ACCURIDE,ˈ æ k j ɝ ˌ aɪ d
ACCURSO,ɑː ˈ k ʊ ɹ s oʊ
ACCUSATION,"ˌ æ k j ə ˈ z eɪ ʃ ə n , ˌ æ k j uː ˈ z eɪ ʃ ə n"
ACCUSATIONS,"ˌ æ k j ə ˈ z eɪ ʃ ə n z , ˌ æ k j uː ˈ z eɪ ʃ ə n z"
ACCUSATIVE,ə ˈ k j uː z ə t ɪ v
ACCUSATORY,ə ˈ k j uː z ə ˌ t ɔ ɹ i
ACCUSE,ə ˈ k j uː z
ACCUSED,ə ˈ k j uː z d
ACCUSER,ə ˈ k j uː z ɝ
ACCUSERS,ə ˈ k j uː z ɝ z
ACCUSES,ə ˈ k j uː z ɪ z
ACCUSING,ə ˈ k j uː z ɪ ŋ
ACCUSINGLY,ə ˈ k j uː z ɪ ŋ l i
ACCUSTOM,ə ˈ k ʌ s t ə m
ACCUSTOMED,ə ˈ k ʌ s t ə m d
ACCUTANE,ˈ æ k j uː ˌ t eɪ n
ACE,ˈ eɪ s
ACECOMM,ˈ eɪ s k ɑː m
ACED,ˈ eɪ s t
ACER,ˈ eɪ s ɝ
ACERBIC,ə ˈ s ɛ ɹ b ɪ k
ACERO,"ə ˈ s ɛ ɹ oʊ , ə s ˈ j ɛ ɹ oʊ , ə ˈ θ ɛ ɹ oʊ"
ACERRA,ə ˈ s ɛ ɹ ə
ACES,ˈ eɪ s ɪ z
ACETAMINOPHEN,ə ˌ s iː t ə ˈ m ɪ n ə f ə n
ACETATE,ˈ æ s ə ˌ t eɪ t
ACETIC,"ə ˈ s ɛ t ɪ k , ə ˈ s iː t ɪ k"
ACETO,ɑː ˈ s ɛ t oʊ
ACETOCHLOR,ɑː ˈ s ɛ t oʊ ˌ k l ɔ ɹ
ACETONE,ˈ æ s ə ˌ t oʊ n
ACETOSYRINGONE,ə ˌ s ɛ t oʊ ˈ s ɪ ɹ ɪ ŋ g ɔ n
ACETYLCHOLINE,"ə ˌ s ɛ t ə l ˈ k oʊ l iː n , ə ˌ s iː t ə l ˈ k oʊ l iː n"
ACETYLENE,ə ˈ s ɛ t ə ˌ l iː n
ACEVEDO,æ s ə ˈ v eɪ d oʊ
ACEVES,ɑː ˈ s eɪ v ɛ s
ACEY,ˈ eɪ s i
ACHAEAN,ə ˈ t ʃ iː ə n
ACHATZ,ˈ æ k ə t s
ACHE,ˈ eɪ k
ACHEBE,ɑː ˈ t ʃ eɪ b i
ACHED,ˈ eɪ k t
ACHEE,ə ˈ t ʃ iː
ACHENBACH,ˈ æ k ɪ n b ɑː k
ACHENBAUM,ˈ æ k ə n ˌ b aʊ m
ACHES,ˈ eɪ k s
ACHESON,ˈ æ t ʃ ə s ə n
ACHESON'S,ˈ æ t ʃ ə s ə n z
ACHESONS,ˈ æ t ʃ ə s ə n z
ACHEY,ˈ æ t ʃ i
ACHIEVA,ə ˈ t ʃ iː v ə
ACHIEVABLE,ə ˈ t ʃ iː v ə b ə l
ACHIEVE,ə ˈ t ʃ iː v
ACHIEVED,ə ˈ t ʃ iː v d
ACHIEVEMENT,ə ˈ t ʃ iː v m ə n t
ACHIEVEMENTS,ə ˈ t ʃ iː v m ə n t s
ACHIEVER,ə ˈ t ʃ iː v ɝ
ACHIEVERS,ə ˈ t ʃ iː v ɝ z
ACHIEVES,ə ˈ t ʃ iː v z
ACHIEVING,ə ˈ t ʃ iː v ɪ ŋ
ACHILLE,ə ˈ k ɪ l i
ACHILLES,ə ˈ k ɪ l iː z
ACHILLES',ə ˈ k ɪ l iː z
ACHING,ˈ eɪ k ɪ ŋ
ACHINGLY,ˈ eɪ k ɪ ŋ l i
ACHMED,ˈ ɑː h m ɛ d
ACHOA,ə ˈ t ʃ oʊ ə
ACHOA'S,ə ˈ t ʃ oʊ ə z
ACHOO,ˌ ɑː ˈ t ʃ uː
ACHOR,ˈ eɪ k ɝ
ACHORD,ˈ æ k ɔ ɹ d
ACHORN,ˈ æ k ɝ n
ACHTENBERG,ˈ æ k t ɛ n b ɝ g
ACHTERBERG,ˈ æ k t ɝ b ɝ g
ACHY,ˈ eɪ k i
ACID,ˈ æ s ə d
ACIDIC,ə ˈ s ɪ d ɪ k
ACIDIFICATION,ə ˌ s ɪ d ə f ə ˈ k eɪ ʃ ə n
ACIDIFIED,ə ˈ s ɪ d ə ˌ f aɪ d
ACIDIFIES,ə ˈ s ɪ d ə ˌ f aɪ z
ACIDIFY,ə ˈ s ɪ d ə ˌ f aɪ
ACIDITY,ə ˈ s ɪ d ə t i
ACIDLY,ˈ æ s ə d l i
ACIDOSIS,ˌ æ s ə ˈ d oʊ s ə s
ACIDS,ˈ æ s ə d z
ACIDURIA,ˌ æ s ə ˈ d ʊ ɹ iː ə
ACIERNO,ɑː ˈ s ɪ ɹ n oʊ
ACK,ˈ æ k
ACKER,ˈ æ k ɝ
ACKER'S,ˈ æ k ɝ z
ACKERLEY,ˈ æ k ɝ l i
ACKERLY,ˈ æ k ɝ l i
ACKERMAN,ˈ æ k ɝ m ə n
ACKERMANN,ˈ æ k ɝ m ə n
ACKERMANVILLE,ˈ æ k ɝ m ə n v ɪ l
ACKERSON,ˈ æ k ɝ s ə n
ACKERT,ˈ æ k ɝ t
ACKHOUSE,ˈ æ k ˌ h aʊ s
ACKLAND,ˈ æ k l ə n d
ACKLES,ˈ æ k ə l z
ACKLEY,ˈ æ k l i
ACKLIN,ˈ æ k l ɪ n
ACKMAN,ˈ æ k m ə n
ACKNOWLEDGE,æ k ˈ n ɑː l ɪ d ʒ
ACKNOWLEDGEABLE,æ k ˈ n ɑː l ɪ d ʒ ə b ə l
ACKNOWLEDGED,æ k ˈ n ɑː l ɪ d ʒ d
ACKNOWLEDGEMENT,æ k ˈ n ɑː l ɪ d ʒ m ə n t
ACKNOWLEDGEMENTS,æ k ˈ n ɑː l ɪ d ʒ m ə n t s
ACKNOWLEDGES,æ k ˈ n ɑː l ɪ d ʒ ɪ z
ACKNOWLEDGING,æ k ˈ n ɑː l ɪ d ʒ ɪ ŋ
ACKNOWLEDGMENT,æ k ˈ n ɑː l ɪ d ʒ m ə n t
ACKROYD,ˈ æ ˌ k ɹ ɔɪ d
ACKROYD'S,ˈ æ ˌ k ɹ ɔɪ d z
ACMAT,ˈ æ k m æ t
ACMAT'S,ˈ æ k m æ t s
ACME,ˈ æ k m i
ACME'S,ˈ æ k m iː z
ACNE,ˈ æ k n i
ACOCELLA,ɑː k oʊ ˈ t ʃ ɛ l ə
ACOFF,ˈ æ k ɔ f
ACOG,ə ˈ k ɔ g
ACOLYTE,ˈ æ k ə ˌ l aɪ t
ACOLYTES,ˈ æ k ə ˌ l aɪ t s
ACORD,ə ˈ k ɔ ɹ d
ACORDIA,ə ˈ k ɔ ɹ d iː ə
ACORN,ˈ eɪ k ɔ ɹ n
ACORN'S,ˈ eɪ k ɔ ɹ n z
ACORNS,ˈ eɪ k ɔ ɹ n z
ACOSTA,ə ˈ k ɔ s t ə
ACOTT,ˈ eɪ k ɔ t
ACOUSTIC,ə ˈ k uː s t ɪ k
ACOUSTICAL,ə ˈ k uː s t ɪ k ə l
ACOUSTICALLY,ə ˈ k uː s t ɪ k l i
ACOUSTICS,ə ˈ k uː s t ɪ k s
ACQUAINT,ə ˈ k w eɪ n t
ACQUAINTANCE,ə ˈ k w eɪ n t ə n s
ACQUAINTANCES,ə ˈ k w eɪ n t ə n s ɪ z
ACQUAINTANCESHIP,ə ˈ k w eɪ n t ə n s ʃ ɪ p
ACQUAINTED,"ə ˈ k w eɪ n t ɪ d , ə ˈ k w eɪ n ɪ d"
ACQUAVIVA,ɑː k w ɑː ˈ v iː v ə
ACQUIESCE,ˌ æ k w iː ˈ ɛ s
ACQUIESCED,ˌ æ k w iː ˈ ɛ s t
ACQUIESCENCE,ˌ æ k w iː ˈ ɛ s ə n s
ACQUIESCING,ˌ æ k w iː ˈ ɛ s ɪ ŋ
ACQUIRE,ə ˈ k w aɪ ɝ
ACQUIRED,ə ˈ k w aɪ ɝ d
ACQUIRER,ə ˈ k w aɪ ɝ ɝ
ACQUIRER'S,ə ˈ k w aɪ ɝ ɝ z
ACQUIRERS,ə ˈ k w aɪ ɝ ɝ z
ACQUIRES,ə ˈ k w aɪ ɝ z
ACQUIRING,"ə ˈ k w aɪ ɹ ɪ ŋ , ə ˈ k w aɪ ɝ ɪ ŋ"
ACQUISITION,ˌ æ k w ə ˈ z ɪ ʃ ə n
ACQUISITION'S,ˌ æ k w ə ˈ z ɪ ʃ ə n z
ACQUISITIONS,ˌ æ k w ə ˈ z ɪ ʃ ə n z
ACQUISITIVE,ə ˈ k w ɪ z ə t ɪ v
ACQUIT,ə ˈ k w ɪ t
ACQUITAINE,ˈ æ k w ɪ ˌ t eɪ n
ACQUITS,ə ˈ k w ɪ t s
ACQUITTAL,ə ˈ k w ɪ t ə l
ACQUITTALS,ə ˈ k w ɪ t ə l z
ACQUITTED,ə ˈ k w ɪ t ɪ d
ACQUITTING,ə ˈ k w ɪ t ɪ ŋ
ACRE,ˈ eɪ k ɝ
ACREAGE,"ˈ eɪ k ə ɹ ɪ d ʒ , ˈ eɪ k ɹ ɪ d ʒ"
ACREE,ə ˈ k ɹ iː
ACRES,ˈ eɪ k ɝ z
ACREY,ˈ æ k ɹ i
ACRI,ˈ ɑː k ɹ i
ACRID,ˈ æ k ɹ ɪ d
ACRIMONIOUS,ˌ æ k ɹ ə ˈ m oʊ n iː ə s
ACRIMONY,ˈ æ k ɹ ɪ ˌ m oʊ n i
ACRO,ˈ æ k ɹ oʊ
ACROBAT,ˈ æ k ɹ ə ˌ b æ t
ACROBATIC,ˌ æ k ɹ ə ˈ b æ t ɪ k
ACROBATICS,ˌ æ k ɹ ə ˈ b æ t ɪ k s
ACROBATS,ˈ æ k ɹ ə ˌ b æ t s
ACROLEIN,ˈ æ k ɹ oʊ ˌ l iː n
ACRONYM,ˈ æ k ɹ ə n ɪ m
ACRONYMS,ˈ æ k ɹ ə n ɪ m z
ACROPOLIS,ə ˈ k ɹ ɑː p ə l ə s
ACROSS,ə ˈ k ɹ ɔ s
ACRYLIC,ə ˈ k ɹ ɪ l ɪ k
ACRYLICS,ə ˈ k ɹ ɪ l ɪ k s
ACT,ˈ æ k t
ACT'S,ˈ æ k t s
ACTAVA,ˌ æ k ˈ t ɑː v ə
ACTAVA'S,ˌ æ k ˈ t ɑː v ə z
ACTAVAS,ˌ æ k ˈ t ɑː v ə z
ACTED,ˈ æ k t ɪ d
ACTEL,ˈ æ k t ɛ l
ACTIGALL,ˈ æ k t ɪ g ɔ l
ACTIN,ˈ æ k t ə n
ACTING,ˈ æ k t ɪ ŋ
ACTINIDE,ˈ æ k t ɪ ˌ n aɪ d
ACTINIDIA,ˌ æ k t ɪ ˈ n ɪ d iː ə
ACTINOMYCOSIS,ˌ æ k ˌ t ɪ n oʊ ˌ m aɪ ˈ k oʊ s ɪ s
ACTION,ˈ æ k ʃ ə n
ACTION'S,ˈ æ k ʃ ə n z
ACTIONABLE,ˈ æ k ʃ ə n ə b ə l
ACTIONS,ˈ æ k ʃ ə n z
ACTIVASE,ˈ æ k t ɪ ˌ v eɪ z
ACTIVATE,ˈ æ k t ə ˌ v eɪ t
ACTIVATED,ˈ æ k t ɪ ˌ v eɪ t ɪ d
ACTIVATES,ˈ æ k t ə ˌ v eɪ t s
ACTIVATING,ˈ æ k t ə ˌ v eɪ t ɪ ŋ
ACTIVATION,ˌ æ k t ə ˈ v eɪ ʃ ə n
ACTIVATOR,ˈ æ k t ə ˌ v eɪ t ɝ
ACTIVE,ˈ æ k t ɪ v
ACTIVE'S,ˈ æ k t ɪ v z
ACTIVELY,ˈ æ k t ɪ v l i
ACTIVES,ˈ æ k t ɪ v z
ACTIVISION,ˈ æ k t ɪ ˌ v ɪ ʒ ə n
ACTIVISM,ˈ æ k t ɪ ˌ v ɪ z ə m
ACTIVIST,ˈ æ k t ɪ v ɪ s t
ACTIVISTS,ˈ æ k t ɪ v ɪ s t s
ACTIVISTS',ˈ æ k t ɪ v ɪ s t s
ACTIVITIES,æ k ˈ t ɪ v ɪ t iː z
ACTIVITY,æ k ˈ t ɪ v ɪ t i
ACTMEDIA,æ k t ˈ m iː d iː ə
ACTODINE,ˈ æ k t oʊ ˌ d aɪ n
ACTON,ˈ æ k t ə n
ACTOR,ˈ æ k t ɝ
ACTOR'S,ˈ æ k t ɝ z
ACTORS,ˈ æ k t ɝ z
ACTORS',ˈ æ k t ɝ z
ACTRESS,ˈ æ k t ɹ ə s
ACTRESS'S,ˈ æ k t ɹ ə s ɪ z
ACTRESSES,ˈ æ k t ɹ ə s ɪ z
ACTS,"ˈ æ k t s , ˈ æ k s"
ACTUAL,"ˈ æ k t ʃ ə w ə l , ˈ æ k ʃ ə l"
ACTUALITY,ˌ æ k t ʃ uː ˈ æ l ə ˌ t iː
ACTUALIZE,ˈ æ k ˌ t ʃ uː ə ˌ l aɪ z
ACTUALLY,"ˈ æ k ˌ t ʃ uː ə l i , ˈ æ k t ʃ l i , ˈ æ k ʃ ə l i"
ACTUARIAL,ˌ æ k ˌ t ʃ uː ˈ ɛ ɹ iː ə l
ACTUARIES,ˈ æ k ˌ t ʃ uː ˈ ɛ ˌ ɹ iː z
ACTUARY,ˈ æ k t ʃ uː ˈ ɛ ˌ ɹ iː
ACTUATE,ˈ æ k ˌ t ʃ uː ˈ eɪ t
ACTUATOR,"ˈ æ k t j uː ˌ eɪ t ɝ , ˈ æ k t ʃ uː ˌ eɪ t ɝ"
ACTUATORS,"ˈ æ k t j uː ˌ eɪ t ɝ z , ˈ æ k t ʃ uː ˌ eɪ t ɝ z"
ACTUS,ˈ æ k t ə s
ACUFF,ə ˈ k ʌ f
ACUITY,ə ˈ k j uː ə t i
ACUMEN,ə ˈ k j uː m ə n
ACUNA,ɑː ˈ k uː n ə
ACUPUNCTURE,ˈ æ k j uː ˌ p ə ŋ k t ʃ ɝ
ACURA,ˈ æ k j ɝ ə
ACURA'S,ˈ æ k j ɝ ə z
ACURAS,ˈ æ k j ɝ ə z
ACUSON,ˌ æ ˈ k j uː s ə n
ACUSTAR,ˈ æ k j uː ˌ s t ɑː ɹ
ACUSYST,ˈ æ k j uː s ɪ s t
ACUTE,ə ˈ k j uː t
ACUTELY,ə ˈ k j uː t l i
ACUTENESS,ə ˈ k j uː t n ə s
ACYCLOVIR,ə ˈ s ɪ k l oʊ ˌ v ɪ ɹ
AD,ˈ æ d
AD'S,ˈ æ d z
AD-HOC,ˈ æ d ˈ h ɑː k
AD-LIB,ˈ æ d ˈ l ɪ b
AD-NAUSEAM,ˈ æ d ˈ n ɔ z iː ɑː m
AD-NAUSEUM,ˈ æ d ˈ n ɔ z iː ə m
ADA,ˈ eɪ d ə
ADA'S,ˈ eɪ d ə z
ADABEL,ˈ æ d ə b ɛ l
ADABELLE,ˈ æ d ə b ə l
ADACHI,ɑː ˈ d ɑː k i
ADAGE,ˈ æ d ə d ʒ
ADAGIO,ə ˈ d ɑː ʒ iː ˌ oʊ
ADAH,ˈ æ d ɑː
ADAIR,ə ˈ d ɛ ɹ
ADAIRE,ɑː ˈ d ɛ ɹ
ADAK,ə ˈ d æ k
ADALAH,ɑː ˈ d ɑː l ə
ADALIA,ɑː ˈ d ɑː l iː ə
ADAM,ˈ æ d ə m
ADAM'S,ˈ æ d ə m z
ADAMANT,ˈ æ d ə m ə n t
ADAMANTLY,ˈ æ d ə m ə n t l i
ADAMCIK,ˈ ɑː d ə m t ʃ ɪ k
ADAMCZAK,ˈ ɑː d ə m t ʃ æ k
ADAMCZYK,ˈ ɑː d ə m t ʃ ɪ k
ADAME,ɑː ˈ d ɑː m i
ADAMEC,ə ˈ d ɑː m ɛ k
ADAMEK,ə ˈ d ɑː m ɛ k
ADAMES,ə ˈ d eɪ m z
ADAMI,ɑː ˈ d ɑː m i
ADAMIK,ə ˈ d ɑː m ɪ k
ADAMINA,ɑː d ɑː ˈ m iː n ə
ADAMKUS,ˈ æ d ə m k ə s
ADAMO,ɑː ˈ d ɑː m oʊ
ADAMOWICZ,ə ˈ d ɑː m ə v ɪ t ʃ
ADAMS,ˈ æ d ə m z
ADAMS',ˈ æ d ə m z
ADAMS'S,ˈ æ d ə m z ɪ z
ADAMSKI,ə ˈ d æ m ˌ s k iː
ADAMSON,ˈ æ d ə m s ə n
ADAMSTOWN,ˈ æ d ə m ˌ s t aʊ n
ADAN,ˈ eɪ d ə n
ADAPSO,ə ˈ d æ p s oʊ
ADAPT,ə ˈ d æ p t
ADAPTABILITY,ə ˌ d æ p t ə ˈ b ɪ l ə t i
ADAPTABLE,ə ˈ d æ p t ə b ə l
ADAPTAPLEX,ə ˈ d æ p t ə ˌ p l ɛ k s
ADAPTATION,ˌ æ d ə p ˈ t eɪ ʃ ə n
ADAPTATIONS,"ˌ æ d æ p ˈ t eɪ ʃ ə n z , ˌ æ d ə p ˈ t eɪ ʃ ə n z"
ADAPTEC,ə ˈ d æ p ˌ t ɛ k
ADAPTEC'S,ə ˈ d æ p ˌ t ɛ k s
ADAPTED,ə ˈ d æ p t ɪ d
ADAPTER,ə ˈ d æ p t ɝ
ADAPTERS,ə ˈ d æ p t ɝ z
ADAPTING,ə ˈ d æ p t ɪ ŋ
